DATE_CHARGEMENT,DATE_RELEVEE,DATE_DEMARRAGE,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9,sensor10,sensor11,sensor12,sensor13,sensor14,sensor15,sensor16,sensor17,sensor18,PANNE
3/5/2019 19:00,3/5/2019 19:00,3/5/2019 19:00,0.0008,-0.0001,518.67,642.51,1599.51,1414.91,553.05,2388.12,9068.6,47.96,521.05,2388.11,8147.45,8.4807,395,38.56,23.1737,76.555,0
3/5/2019 20:00,3/5/2019 20:00,3/5/2019 20:00,0.0022,0.0002,518.67,642.87,1586.43,1415.25,553.41,2388.14,9070.02,47.74,521.44,2388.13,8147.08,8.4723,395,38.66,23.2265,76.555,0
3/5/2019 21:00,3/5/2019 21:00,3/5/2019 21:00,-0.0012,0.0002,518.67,642.23,1594.07,1417.42,552.95,2388.1,9079.45,47.94,521.17,2388.07,8149.44,8.4582,394,38.66,23.2131,76.555,0
3/5/2019 22:00,3/5/2019 22:00,3/5/2019 22:00,-0.0029,0.0004,518.67,642.94,1592.54,1418.23,553.47,2388.14,9070.43,47.78,520.7,2388.15,8147.65,8.4858,396,38.6,23.2425,76.555,0
3/5/2019 23:00,3/5/2019 23:00,3/5/2019 23:00,-0.0024,-0.0004,518.67,643.26,1600.79,1418.59,552.24,2388.18,9070.89,47.71,521.18,2388.13,8143.68,8.4958,396,38.65,23.1888,76.555,0
3/6/2019 0:00,3/6/2019 0:00,3/6/2019 0:00,0.0021,-0.0002,518.67,642.93,1583.14,1418.41,552.67,2388.16,9076.18,47.76,521.2,2388.07,8151.08,8.4701,395,38.61,23.0657,76.555,0
3/6/2019 1:00,3/6/2019 1:00,3/6/2019 1:00,0.0022,0.0003,518.67,642.92,1593.78,1417.93,552.44,2388.16,9067.62,47.83,520.96,2388.13,8145.68,8.4666,395,38.66,23.182,76.555,0
3/6/2019 2:00,3/6/2019 2:00,3/6/2019 2:00,-0.0037,0,518.67,642.89,1596.6,1416.42,553.2,2388.14,9073.62,47.75,520.9,2388.16,8145.22,8.4495,395,38.72,23.1952,76.555,0
3/6/2019 3:00,3/6/2019 3:00,3/6/2019 3:00,-0.0018,-0.0004,518.67,643.21,1590.76,1416.66,552.35,2388.18,9074.2,47.76,521.51,2388.16,8149.06,8.4509,397,38.72,23.2386,76.555,0
3/6/2019 4:00,3/6/2019 4:00,3/6/2019 4:00,0.0023,-0.0005,518.67,643.44,1593.45,1416.17,552.45,2388.12,9078.43,47.89,521,2388.14,8147.71,8.485,395,38.53,23.2318,76.555,0
3/6/2019 5:00,3/6/2019 5:00,3/6/2019 5:00,0.0031,0.0004,518.67,642.46,1592.69,1411.45,553.06,2388.14,9079.03,47.95,520.98,2388.1,8150.38,8.4877,395,38.88,23.1761,76.555,0
3/6/2019 6:00,3/6/2019 6:00,3/6/2019 6:00,-0.0021,0.0004,518.67,643.34,1599.27,1423.7,552.49,2388.17,9073.05,47.79,521.02,2388.17,8151.27,8.4729,395,38.38,23.2119,76.555,0
3/6/2019 7:00,3/6/2019 7:00,3/6/2019 7:00,0.0013,-0.0002,518.67,643.1,1601.64,1404.63,552.11,2388.16,9072.91,47.58,520.3,2388.15,8147.47,8.4919,395,38.67,23.1872,76.555,0
3/6/2019 8:00,3/6/2019 8:00,3/6/2019 8:00,-0.0015,-0.0001,518.67,642.85,1594.71,1417.37,552.49,2388.16,9076.72,47.77,520.7,2388.17,8150.57,8.4716,395,38.57,23.1233,76.555,0
3/6/2019 9:00,3/6/2019 9:00,3/6/2019 9:00,0.0004,-0.0001,518.67,643.3,1600.96,1416.6,551.9,2388.17,9080.86,47.98,520.73,2388.17,8150.49,8.4869,395,38.7,23.2282,76.555,0
3/6/2019 10:00,3/6/2019 10:00,3/6/2019 10:00,-0.0016,0.0003,518.67,643.59,1592.29,1423.21,552.01,2388.1,9068.85,47.69,520.44,2388.14,8152.24,8.4711,393,38.77,23.275,76.555,0
3/6/2019 11:00,3/6/2019 11:00,3/6/2019 11:00,-0.0024,-0.0001,518.67,643.53,1593.53,1418.82,552.58,2388.16,9073.5,47.76,520.43,2388.17,8147.05,8.5182,395,38.69,23.0911,76.555,0
3/6/2019 12:00,3/6/2019 12:00,3/6/2019 12:00,-0.001,-0.0004,518.67,643.66,1594.24,1418.61,551.88,2388.12,9077.31,47.86,520.55,2388.12,8150.09,8.4526,395,38.53,23.1294,76.555,0
3/6/2019 13:00,3/6/2019 13:00,3/6/2019 13:00,0.0068,0.0003,518.67,643.03,1597.7,1415.67,553.04,2388.19,9065.62,47.8,520.54,2388.17,8150.61,8.477,395,38.7,23.1564,76.555,0
3/6/2019 14:00,3/6/2019 14:00,3/6/2019 14:00,-0.002,-0.0001,518.67,643.48,1596.72,1412.12,552.42,2388.21,9076.22,47.92,520.45,2388.19,8152.96,8.4756,396,38.58,23.0741,76.555,0
3/6/2019 15:00,3/6/2019 15:00,3/6/2019 15:00,0.0045,0.0002,518.67,642.87,1597.06,1420.78,551.64,2388.11,9072.86,47.88,519.43,2388.16,8149.41,8.5079,394,38.62,23.2648,76.555,0
3/6/2019 16:00,3/6/2019 16:00,3/6/2019 16:00,-0.0021,-0.0002,518.67,643.51,1601.02,1424.95,552.84,2388.16,9080.03,47.83,520.55,2388.22,8151.88,8.46,396,38.61,23.1713,76.555,0
3/6/2019 17:00,3/6/2019 17:00,3/6/2019 17:00,0.0016,-0.0001,518.67,643.06,1594.95,1419.33,552.44,2388.15,9075.23,47.84,520.6,2388.19,8148.45,8.4973,395,38.68,23.1397,76.555,0
3/6/2019 18:00,3/6/2019 18:00,3/6/2019 18:00,0.0011,-0.0003,518.67,643.14,1595.7,1417.66,552.6,2388.16,9079.14,47.91,520.92,2388.18,8151.16,8.4736,395,38.6,23.1665,76.555,0
3/6/2019 19:00,3/6/2019 19:00,3/6/2019 19:00,0.0006,0.0004,518.67,643.45,1596.98,1414.51,551.59,2388.16,9076.52,48.03,520.6,2388.15,8141.06,8.5253,392,38.47,23.1135,76.555,0
3/6/2019 20:00,3/6/2019 20:00,3/6/2019 20:00,0.0022,-0.0005,518.67,643.21,1593.11,1419.91,552.25,2388.19,9076.16,47.89,520.49,2388.12,8151.87,8.4559,395,38.46,23.1676,76.555,0
3/6/2019 21:00,3/6/2019 21:00,3/6/2019 21:00,-0.0016,-0.0001,518.67,643.13,1597.49,1427.17,552.56,2388.21,9073.46,47.94,519.61,2388.17,8154.95,8.4994,396,38.68,23.2434,76.555,0
3/6/2019 22:00,3/6/2019 22:00,3/6/2019 22:00,-0.0017,0,518.67,643.32,1597.45,1432.67,551.48,2388.22,9067.35,47.95,520.18,2388.18,8141.72,8.4763,395,38.64,23.071,76.555,0
3/6/2019 23:00,3/6/2019 23:00,3/6/2019 23:00,0.0013,-0.0002,518.67,643.14,1603.37,1431.51,552.52,2388.18,9075.25,47.95,520.26,2388.24,8151.52,8.5086,396,38.46,23.1039,76.555,0
3/7/2019 0:00,3/7/2019 0:00,3/7/2019 0:00,-0.0007,-0.0005,518.67,643.45,1598.75,1420.94,551.63,2388.18,9069.47,47.82,520.3,2388.23,8149.19,8.4831,394,38.52,23.1649,76.555,0
3/7/2019 1:00,3/7/2019 1:00,3/7/2019 1:00,0.0016,0.0004,518.67,643.5,1607.7,1417.37,551.88,2388.16,9070.96,48.05,520.17,2388.16,8145.69,8.517,396,38.51,22.9398,76.555,0
3/7/2019 2:00,3/7/2019 2:00,3/7/2019 2:00,-0.0012,-0.0001,518.67,643.11,1601.18,1428.04,551.49,2388.19,9075.06,47.94,520.26,2388.17,8150.13,8.5106,397,38.55,23.1399,76.555,0
3/7/2019 3:00,3/7/2019 3:00,3/7/2019 3:00,0.0027,-0.0001,518.67,644,1596.94,1426.25,551.82,2388.2,9080.51,47.92,519.86,2388.16,8150.09,8.5085,396,38.6,23.1415,76.555,0
3/7/2019 4:00,3/7/2019 4:00,3/7/2019 4:00,0.0005,0.0002,518.67,643.41,1596.23,1433.13,552.23,2388.22,9075.19,48.16,519.97,2388.2,8148.66,8.4742,395,38.58,23.0662,76.555,0
3/7/2019 5:00,3/7/2019 5:00,3/7/2019 5:00,0.0012,0.0002,518.67,643.47,1600.74,1424.71,551.26,2388.23,9084.92,48.13,520.15,2388.21,8154.58,8.5149,396,38.62,23.1767,76.555,0
3/7/2019 6:00,3/7/2019 6:00,3/7/2019 6:00,-0.0043,-0.0001,518.67,643.87,1591.09,1427.14,552.06,2388.18,9080.02,47.9,519.58,2388.24,8149.12,8.5117,397,38.38,23.0795,76.555,0
3/7/2019 7:00,3/7/2019 7:00,3/7/2019 7:00,0.0017,0.0004,518.67,643.13,1598.89,1422.5,552.73,2388.21,9082.19,48.02,520.01,2388.23,8145.07,8.4859,396,38.51,23.073,76.555,0
3/7/2019 8:00,3/7/2019 8:00,3/7/2019 8:00,0.0036,0.0001,518.67,643.94,1598.33,1421.79,551.2,2388.21,9071.1,48.07,519.54,2388.22,8144.56,8.4925,397,38.7,23.1371,76.555,0
3/7/2019 9:00,3/7/2019 9:00,3/7/2019 9:00,0.0021,0,518.67,643.83,1601.42,1427.83,551.43,2388.25,9081.49,48.03,520.21,2388.23,8147.78,8.5101,396,38.5,23.0912,76.555,0
3/7/2019 10:00,3/7/2019 10:00,3/7/2019 10:00,-0.0005,-0.0003,518.67,643.91,1601.87,1436.55,551.21,2388.24,9074.07,48.3,519.47,2388.22,8148.12,8.5229,396,38.45,23.1259,76.555,0
3/7/2019 11:00,3/7/2019 11:00,3/7/2019 11:00,0.0012,-0.0004,518.67,643.53,1596.44,1421.13,551.61,2388.2,9070.56,48.26,519.5,2388.23,8150.7,8.5007,397,38.52,23.0652,76.555,0
3/7/2019 12:00,3/7/2019 12:00,3/7/2019 12:00,-0.001,-0.0004,518.67,643.56,1590.69,1423.7,551.12,2388.25,9075.33,47.98,519.48,2388.27,8141.83,8.5627,398,38.63,23.0196,76.555,0
3/7/2019 13:00,3/7/2019 13:00,3/7/2019 13:00,0.005,-0.0004,518.67,643.45,1606.52,1422.76,551.17,2388.21,9076.94,48.15,519.88,2388.2,8146.81,8.5001,395,38.55,23.0458,76.555,0
3/7/2019 14:00,3/7/2019 14:00,3/7/2019 14:00,0.0019,0.0001,518.67,643.35,1597.88,1428.37,551.31,2388.22,9074.79,47.96,520.21,2388.23,8139.94,8.5104,395,38.53,23.126,76.555,0
3/7/2019 15:00,3/7/2019 15:00,3/7/2019 15:00,-0.0032,-0.0002,518.67,644.27,1602.83,1421.92,551.28,2388.24,9077.77,48.35,519.65,2388.23,8149.6,8.5367,396,38.4,23.0286,76.555,0
3/7/2019 16:00,3/7/2019 16:00,3/7/2019 16:00,-0.0005,0.0001,518.67,643.56,1598.95,1425.91,551.59,2388.27,9075.18,48.05,519.06,2388.23,8149.55,8.5369,396,38.5,22.9854,76.555,0
3/7/2019 17:00,3/7/2019 17:00,3/7/2019 17:00,0.0043,-0.0001,518.67,644.15,1599.33,1435.04,551.97,2388.19,9075.94,47.97,519.1,2388.24,8145.75,8.5162,396,38.46,23.0596,76.555,0
3/7/2019 18:00,3/7/2019 18:00,3/7/2019 18:00,-0.0026,-0.0003,518.67,643.18,1585.17,1409.75,552.31,2388.12,9048.66,47.3,521.23,2388.13,8123.47,8.4808,393,38.9,23.3468,76.555,1
3/7/2019 19:00,3/7/2019 19:00,3/7/2019 19:00,-0.0012,-0.0003,518.67,642.92,1585.97,1410.81,552.74,2388.11,9040.66,47.62,521.82,2388.13,8120.18,8.4209,392,38.9,23.2926,76.555,0
3/7/2019 20:00,3/7/2019 20:00,3/7/2019 20:00,0.0001,0.0002,518.67,642.74,1591.11,1403.29,552.79,2388.11,9045.01,47.51,521.52,2388.12,8122.29,8.4497,393,38.88,23.1812,76.555,0
3/7/2019 21:00,3/7/2019 21:00,3/7/2019 21:00,-0.0021,0.0005,518.67,642.76,1592.22,1406.11,552.13,2388.14,9049.45,47.68,521.25,2388.12,8123.8,8.4405,393,38.86,23.2371,76.555,0
3/7/2019 22:00,3/7/2019 22:00,3/7/2019 22:00,-0.0044,0.0003,518.67,643.13,1596.11,1409.34,553.61,2388.13,9043,47.53,521.5,2388.15,8118.15,8.4029,392,38.88,23.2975,76.555,0
3/7/2019 23:00,3/7/2019 23:00,3/7/2019 23:00,0.0028,-0.0005,518.67,642.55,1596.3,1418.06,552.32,2388.13,9045.24,47.55,521.07,2388.14,8126.65,8.4505,394,38.86,23.2799,76.555,0
3/8/2019 0:00,3/8/2019 0:00,3/8/2019 0:00,-0.0024,0.0004,518.67,642.86,1586.88,1404.52,553.54,2388.11,9042.79,47.28,521.14,2388.13,8121.9,8.4438,392,38.71,23.3545,76.555,0
3/8/2019 1:00,3/8/2019 1:00,3/8/2019 1:00,-0.0017,-0.0001,518.67,642.75,1589.06,1407.11,552.97,2388.17,9040.27,47.38,521.9,2388.21,8120.31,8.4281,394,38.71,23.2232,76.555,0
3/8/2019 2:00,3/8/2019 2:00,3/8/2019 2:00,-0.0004,0.0002,518.67,643.01,1594.26,1413.87,552.61,2388.1,9037.14,47.53,521.17,2388.15,8115.49,8.4758,392,38.94,23.2721,76.555,0
3/8/2019 3:00,3/8/2019 3:00,3/8/2019 3:00,-0.005,-0.0001,518.67,642.57,1583.85,1406.7,553.56,2388.12,9040.35,47.59,521.1,2388.14,8128.5,8.4599,395,38.76,23.2683,76.555,0
3/8/2019 4:00,3/8/2019 4:00,3/8/2019 4:00,0.0018,0.0004,518.67,642.3,1589.55,1419.87,554.04,2388.2,9040.86,47.69,521,2388.14,8125.93,8.4549,392,38.81,23.2842,76.555,0
3/8/2019 5:00,3/8/2019 5:00,3/8/2019 5:00,0.0013,-0.0004,518.67,643.02,1587.92,1406.39,553.47,2388.1,9042.47,47.65,521.18,2388.11,8121.97,8.4522,394,39.04,23.2671,76.555,0
3/8/2019 6:00,3/8/2019 6:00,3/8/2019 6:00,-0.0024,0.0004,518.67,642.46,1588.36,1407.31,553.57,2388.1,9042.18,47.35,521.36,2388.1,8118.26,8.4268,395,38.67,23.357,76.555,0
3/8/2019 7:00,3/8/2019 7:00,3/8/2019 7:00,0.0001,-0.0004,518.67,642.44,1588.9,1413.77,553.13,2388.14,9048.68,47.53,521.1,2388.15,8126.84,8.4481,394,38.82,23.3671,76.555,0
3/8/2019 8:00,3/8/2019 8:00,3/8/2019 8:00,-0.0028,-0.0003,518.67,642.61,1596.78,1411.97,553.06,2388.15,9043.81,47.62,521.48,2388.16,8126.2,8.4934,390,38.6,23.3259,76.555,0
3/8/2019 9:00,3/8/2019 9:00,3/8/2019 9:00,-0.004,0.0004,518.67,641.82,1592.93,1410.4,553.15,2388.06,9039.37,47.57,522.08,2388.17,8120.23,8.4631,392,38.78,23.2899,76.555,0
3/8/2019 10:00,3/8/2019 10:00,3/8/2019 10:00,-0.0019,-0.0003,518.67,642.61,1592.06,1403.1,553.48,2388.16,9038.3,47.62,521.25,2388.12,8127.19,8.4208,392,38.82,23.2522,76.555,0
3/8/2019 11:00,3/8/2019 11:00,3/8/2019 11:00,-0.0001,-0.0001,518.67,642.2,1593.38,1409.63,552.95,2388.17,9042.87,47.71,521.19,2388.1,8115.54,8.4579,393,38.98,23.2242,76.555,0
3/8/2019 12:00,3/8/2019 12:00,3/8/2019 12:00,-0.0048,-0.0004,518.67,642.32,1590.23,1406.79,553.75,2388.1,9037.76,47.61,521,2388.07,8123.53,8.4433,392,38.88,23.2057,76.555,0
3/8/2019 13:00,3/8/2019 13:00,3/8/2019 13:00,-0.0003,0,518.67,643.33,1590.41,1405.38,553.09,2388.13,9045.77,47.41,521.75,2388.11,8120.73,8.4265,395,38.89,23.2556,76.555,0
3/8/2019 14:00,3/8/2019 14:00,3/8/2019 14:00,-0.0035,-0.0003,518.67,642.74,1586.57,1400.16,553.73,2388.17,9041.03,47.51,520.86,2388.14,8124.54,8.4506,392,38.84,23.3172,76.555,0
3/8/2019 15:00,3/8/2019 15:00,3/8/2019 15:00,0.0045,-0.0001,518.67,642.68,1589.24,1412.59,553.2,2388.17,9050.28,47.6,521.51,2388.11,8125.91,8.4327,394,38.91,23.2675,76.555,0
3/8/2019 16:00,3/8/2019 16:00,3/8/2019 16:00,0.0002,0.0002,518.67,643.08,1585.98,1415.98,553.14,2388.18,9035.26,47.54,521.28,2388.08,8120.95,8.4517,392,38.87,23.1853,76.555,0
3/8/2019 17:00,3/8/2019 17:00,3/8/2019 17:00,0.0022,-0.0004,518.67,642.92,1584.01,1406.58,552.85,2388.14,9048.23,47.53,521.63,2388.11,8124.29,8.4348,391,38.9,23.3129,76.555,0
3/8/2019 18:00,3/8/2019 18:00,3/8/2019 18:00,0.0006,-0.0003,518.67,642.85,1585.05,1410.56,553.29,2388.13,9043.13,47.73,521.75,2388.09,8125.6,8.4432,393,38.78,23.2746,76.555,0
3/8/2019 19:00,3/8/2019 19:00,3/8/2019 19:00,0.0015,0.0002,518.67,642.23,1589.95,1405.69,553.07,2388.07,9045.98,47.38,521.88,2388.16,8122.28,8.4056,394,38.88,23.2902,76.555,0
3/8/2019 20:00,3/8/2019 20:00,3/8/2019 20:00,-0.002,0.0004,518.67,642.83,1590.91,1413.37,553.4,2388.17,9043.12,47.57,520.65,2388.2,8117.73,8.4211,393,38.69,23.2324,76.555,0
3/8/2019 21:00,3/8/2019 21:00,3/8/2019 21:00,-0.0004,0.0001,518.67,642.14,1584.76,1411.85,553.68,2388.1,9045.72,47.43,520.94,2388.1,8127.55,8.4334,393,38.79,23.2601,76.555,0
3/8/2019 22:00,3/8/2019 22:00,3/8/2019 22:00,-0.0006,-0.0004,518.67,642.89,1592.03,1407.7,553.01,2388.16,9044.98,47.57,521.34,2388.15,8126.46,8.4479,392,38.92,23.3099,76.555,0
3/8/2019 23:00,3/8/2019 23:00,3/8/2019 23:00,0.0004,0.0003,518.67,643.08,1588.55,1400.07,552.45,2388.08,9044.89,47.59,521.26,2388.14,8121.13,8.4222,393,38.81,23.3215,76.555,0
3/9/2019 0:00,3/9/2019 0:00,3/9/2019 0:00,0.0003,0,518.67,642.63,1584.36,1410.45,553.64,2388.09,9044.91,47.59,521.59,2388.12,8120.89,8.4893,393,38.8,23.3203,76.555,0
3/9/2019 1:00,3/9/2019 1:00,3/9/2019 1:00,0.0001,0.0002,518.67,642.87,1594.16,1413.85,552.92,2388.13,9049.25,47.42,521.58,2388.17,8125.78,8.4686,394,38.73,23.2709,76.555,0
3/9/2019 2:00,3/9/2019 2:00,3/9/2019 2:00,-0.0025,-0.0001,518.67,642.11,1588.7,1416.52,552.9,2388.14,9044.51,47.59,521.03,2388.14,8124,8.4675,394,38.92,23.3081,76.555,0
3/9/2019 3:00,3/9/2019 3:00,3/9/2019 3:00,-0.003,0.0001,518.67,642.38,1594.25,1406.27,552.76,2388.14,9036.91,47.67,520.91,2388.14,8123.04,8.4364,395,38.85,23.2625,76.555,0
3/9/2019 4:00,3/9/2019 4:00,3/9/2019 4:00,-0.0035,-0.0001,518.67,642.79,1591.81,1411.73,553.56,2388.11,9036.35,47.64,521.09,2388.1,8123.98,8.471,393,38.67,23.2182,76.555,0
3/9/2019 5:00,3/9/2019 5:00,3/9/2019 5:00,-0.0018,0.0001,518.67,643.05,1588.74,1414.51,553.27,2388.08,9044.03,47.5,521.37,2388.11,8123.2,8.4597,393,38.71,23.2801,76.555,0
3/9/2019 6:00,3/9/2019 6:00,3/9/2019 6:00,0.0016,-0.0005,518.67,642.86,1593.86,1409.9,553.36,2388.14,9034.65,47.65,521.28,2388.11,8124.45,8.4143,394,38.83,23.2904,76.555,0
3/9/2019 7:00,3/9/2019 7:00,3/9/2019 7:00,-0.0004,0.0002,518.67,642.91,1592.65,1403.91,552.94,2388.11,9049.72,47.29,521.18,2388.15,8128.73,8.4479,393,38.85,23.2445,76.555,0
3/9/2019 8:00,3/9/2019 8:00,3/9/2019 8:00,-0.0008,0.0004,518.67,642.67,1594.9,1409.08,553.02,2388.16,9045.83,47.55,522.13,2388.13,8123.46,8.4429,394,38.82,23.2915,76.555,0
3/9/2019 9:00,3/9/2019 9:00,3/9/2019 9:00,0.0012,0.0004,518.67,642.33,1587.05,1409.73,553.2,2388.14,9050.57,47.59,521.64,2388.16,8124.43,8.414,394,38.91,23.2884,76.555,0
3/9/2019 10:00,3/9/2019 10:00,3/9/2019 10:00,-0.0021,0.0005,518.67,643.64,1586.4,1415.03,552.39,2388.15,9040.69,47.58,521.33,2388.17,8124.75,8.4514,392,38.82,23.2971,76.555,0
3/9/2019 11:00,3/9/2019 11:00,3/9/2019 11:00,0.0007,-0.0001,518.67,642.45,1596.61,1413.96,553.39,2388.15,9042.79,47.57,521.01,2388.11,8125.15,8.4001,393,38.82,23.2418,76.555,0
3/9/2019 12:00,3/9/2019 12:00,3/9/2019 12:00,0.0043,0,518.67,642.12,1589.67,1404.92,553.1,2388.1,9045.67,47.53,520.99,2388.13,8129.09,8.4519,393,38.8,23.2719,76.555,0
3/9/2019 13:00,3/9/2019 13:00,3/9/2019 13:00,0.001,0,518.67,642.83,1594.48,1412.23,553.81,2388.13,9043.58,47.47,521.38,2388.17,8123.59,8.4808,393,38.81,23.2559,76.555,0
3/9/2019 14:00,3/9/2019 14:00,3/9/2019 14:00,0.0022,0.0005,518.67,642.7,1594.39,1406.87,553.18,2388.1,9050.41,47.38,520.97,2388.07,8126.59,8.3967,391,38.81,23.2896,76.555,0
3/9/2019 15:00,3/9/2019 15:00,3/9/2019 15:00,-0.001,-0.0004,518.67,642.66,1582.06,1407.98,553.09,2388.11,9036.96,47.58,521.52,2388.2,8121.42,8.4308,393,38.76,23.274,76.555,0
3/9/2019 16:00,3/9/2019 16:00,3/9/2019 16:00,-0.0017,0,518.67,643.19,1597.18,1409.66,552.66,2388.14,9044.83,47.49,521.09,2388.14,8121.72,8.4617,395,38.83,23.2846,76.555,0
3/9/2019 17:00,3/9/2019 17:00,3/9/2019 17:00,-0.0011,-0.0003,518.67,643.16,1592.35,1410.66,553.5,2388.15,9044.91,47.62,521.2,2388.07,8121.14,8.4126,393,38.66,23.3099,76.555,0
3/9/2019 18:00,3/9/2019 18:00,3/9/2019 18:00,0.0022,0.0002,518.67,642.47,1597.28,1408.45,553.69,2388.16,9038.38,47.81,521.69,2388.11,8131.45,8.4282,394,38.78,23.2095,76.555,0
3/9/2019 19:00,3/9/2019 19:00,3/9/2019 19:00,0.0009,0,518.67,642.46,1596.48,1418.47,553.05,2388.17,9046.6,47.58,520.84,2388.2,8129.67,8.4453,393,38.71,23.2612,76.555,0
3/9/2019 20:00,3/9/2019 20:00,3/9/2019 20:00,0.0016,-0.0002,518.67,642.3,1596.71,1408.48,552.96,2388.18,9048.73,47.66,521.17,2388.2,8119.14,8.4715,395,38.86,23.2719,76.555,0
3/9/2019 21:00,3/9/2019 21:00,3/9/2019 21:00,0.002,-0.0005,518.67,642.91,1591.23,1411.15,553.42,2388.19,9046.61,47.58,521.03,2388.15,8121.41,8.4327,394,38.87,23.2967,76.555,0
3/9/2019 22:00,3/9/2019 22:00,3/9/2019 22:00,0.0029,0,518.67,642.44,1591.28,1408.73,553.37,2388.12,9046.52,47.54,521.1,2388.2,8124.44,8.4654,392,38.77,23.2592,76.555,0
3/9/2019 23:00,3/9/2019 23:00,3/9/2019 23:00,-0.0015,0.0002,518.67,642.8,1586.86,1408.64,553.38,2388.14,9041.94,47.79,521.49,2388.1,8122.24,8.4623,394,38.78,23.2773,76.555,0
3/10/2019 0:00,3/10/2019 0:00,3/10/2019 0:00,0.0011,0,518.67,642.55,1587.69,1409,552.31,2388.14,9045.33,47.61,521.12,2388.13,8121.94,8.4465,393,38.76,23.3119,76.555,0
3/10/2019 1:00,3/10/2019 1:00,3/10/2019 1:00,0.0017,-0.0003,518.67,642.79,1588.22,1412.93,553.19,2388.12,9049.54,47.59,522.12,2388.15,8122.62,8.4121,394,38.92,23.367,76.555,0
3/10/2019 2:00,3/10/2019 2:00,3/10/2019 2:00,-0.0018,-0.0004,518.67,642.51,1587.86,1405.68,552.52,2388.08,9045.48,47.45,520.87,2388.18,8126.86,8.4585,392,38.71,23.2328,76.555,0
3/10/2019 3:00,3/10/2019 3:00,3/10/2019 3:00,0.0022,-0.0001,518.67,642.54,1587.61,1415.49,553.74,2388.12,9044.57,47.66,520.79,2388.16,8130.47,8.5176,393,38.62,23.2355,76.555,0
3/10/2019 4:00,3/10/2019 4:00,3/10/2019 4:00,-0.0031,0.0003,518.67,642.73,1596.47,1403.96,552.83,2388.13,9046.28,47.69,521.76,2388.14,8124.19,8.4526,393,38.9,23.3387,76.555,0
3/10/2019 5:00,3/10/2019 5:00,3/10/2019 5:00,0.0026,0.0003,518.67,642.89,1592.58,1413.38,552.45,2388.15,9045.93,47.7,521.52,2388.11,8123.02,8.4372,393,38.75,23.2112,76.555,0
3/10/2019 6:00,3/10/2019 6:00,3/10/2019 6:00,-0.0025,-0.0002,518.67,642.36,1581.06,1410.45,553.78,2388.13,9044.33,47.51,521.35,2388.13,8122.4,8.4707,393,38.77,23.2598,76.555,0
3/10/2019 7:00,3/10/2019 7:00,3/10/2019 7:00,0.0025,0.0005,518.67,642.93,1588.92,1406.65,552.12,2388.11,9048.93,47.55,520.66,2388.17,8122.81,8.4369,393,38.74,23.1837,76.555,0
3/10/2019 8:00,3/10/2019 8:00,3/10/2019 8:00,0,0.0004,518.67,642.38,1593.42,1411.87,552.76,2388.11,9043.9,47.69,520.88,2388.16,8128.93,8.4405,394,38.9,23.3115,76.555,0
3/10/2019 9:00,3/10/2019 9:00,3/10/2019 9:00,-0.0004,-0.0003,518.67,643.04,1587.91,1403.83,552.8,2388.15,9042.25,47.82,521.23,2388.12,8130.97,8.4649,394,38.76,23.1794,76.555,0
3/10/2019 10:00,3/10/2019 10:00,3/10/2019 10:00,0.0017,0.0002,518.67,642.33,1592.63,1411.72,553.15,2388.17,9045.47,47.63,521.07,2388.18,8126.65,8.4577,393,38.75,23.3226,76.555,0
3/10/2019 11:00,3/10/2019 11:00,3/10/2019 11:00,-0.0012,0.0004,518.67,642.65,1589.96,1410.23,553.33,2388.18,9052.06,47.79,520.67,2388.13,8127.1,8.4809,393,38.84,23.2782,76.555,0
3/10/2019 12:00,3/10/2019 12:00,3/10/2019 12:00,-0.0025,0.0001,518.67,643.01,1598.92,1416.24,553.62,2388.18,9038.84,47.79,521.34,2388.14,8125.15,8.4402,394,38.8,23.3558,76.555,0
3/10/2019 13:00,3/10/2019 13:00,3/10/2019 13:00,0.0022,-0.0001,518.67,642.59,1594.01,1409.46,554.02,2388.15,9041.41,47.55,520.95,2388.13,8120.7,8.4435,394,38.88,23.2831,76.555,0
3/10/2019 14:00,3/10/2019 14:00,3/10/2019 14:00,-0.0028,0.0002,518.67,643.06,1590.31,1411.5,553.19,2388.19,9046.08,47.57,520.99,2388.14,8127.49,8.4424,396,38.79,23.2364,76.555,0
3/10/2019 15:00,3/10/2019 15:00,3/10/2019 15:00,0.0027,-0.0003,518.67,643.09,1598.38,1409.85,553.02,2388.14,9038.74,47.59,520.88,2388.12,8122.58,8.4531,394,38.68,23.2438,76.555,0
3/10/2019 16:00,3/10/2019 16:00,3/10/2019 16:00,0.0053,-0.0004,518.67,642.27,1588.04,1411.2,553.02,2388.16,9039.96,47.76,521.64,2388.12,8122.38,8.4414,393,38.83,23.2851,76.555,0
3/10/2019 17:00,3/10/2019 17:00,3/10/2019 17:00,0.0024,0.0003,518.67,642.79,1590.22,1412.92,553.02,2388.17,9044.54,47.55,521.07,2388.15,8122.73,8.4352,395,38.8,23.255,76.555,0
3/10/2019 18:00,3/10/2019 18:00,3/10/2019 18:00,0.0035,0.0001,518.67,642.76,1589.54,1412.9,552.98,2388.13,9048.97,47.7,521.71,2388.2,8124.83,8.4614,393,38.81,23.3273,76.555,0
